2024-01-21 22:08:22,658 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2024-01-21 22:08:22,679 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2024-01-21 22:08:22,680 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2024-01-21 22:08:22,681 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2024-01-21 22:08:22,683 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2024-01-21 22:08:22,684 INFO  SwAddin.cs: 197 - Setting up callbacks
2024-01-21 22:08:22,684 INFO  SwAddin.cs: 201 - Setting up command manager
2024-01-21 22:08:22,685 INFO  SwAddin.cs: 204 - Adding command manager
2024-01-21 22:08:22,687 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2024-01-21 22:08:22,688 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2024-01-21 22:08:22,688 INFO  SwAddin.cs: 210 - Adding event handlers
2024-01-21 22:08:22,690 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2024-01-21 22:09:01,429 INFO  SwAddin.cs: 294 - Assembly export called for file ASSM_my.SLDASM
2024-01-21 22:09:05,175 INFO  SwAddin.cs: 313 - Saving assembly
2024-01-21 22:09:05,327 INFO  SwAddin.cs: 316 - Opening property manager
2024-01-21 22:09:05,338 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ASSM_my.SLDASM
2024-01-21 22:09:05,342 INFO  ExportHelperExtension.cs: 1136 - Found 27 in ASSM_my.SLDASM
2024-01-21 22:09:05,342 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in ASSM_my.SLDASM
2024-01-21 22:09:05,342 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-01-21 22:09:05,344 INFO  ExportHelperExtension.cs: 1160 - 2 components to check
2024-01-21 22:09:05,345 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Frame-1
2024-01-21 22:09:05,345 INFO  ExportHelperExtension.cs: 1136 - Found 47 in Frame-1
2024-01-21 22:09:05,346 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Frame-1
2024-01-21 22:09:05,346 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from BOOK_SINK-1
2024-01-21 22:09:05,346 INFO  ExportHelperExtension.cs: 1136 - Found 28 in BOOK_SINK-1
2024-01-21 22:09:05,347 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in BOOK_SINK-1
2024-01-21 22:09:05,347 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from ASSM_my.SLDASM
2024-01-21 22:09:05,348 INFO  ExportHelperExtension.cs: 1136 - Found 27 in ASSM_my.SLDASM
2024-01-21 22:09:05,348 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in ASSM_my.SLDASM
2024-01-21 22:09:05,348 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-01-21 22:09:05,348 INFO  ExportHelperExtension.cs: 1160 - 2 components to check
2024-01-21 22:09:05,349 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Frame-1
2024-01-21 22:09:05,350 INFO  ExportHelperExtension.cs: 1136 - Found 47 in Frame-1
2024-01-21 22:09:05,350 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Frame-1
2024-01-21 22:09:05,350 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from BOOK_SINK-1
2024-01-21 22:09:05,351 INFO  ExportHelperExtension.cs: 1136 - Found 28 in BOOK_SINK-1
2024-01-21 22:09:05,351 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in BOOK_SINK-1
2024-01-21 22:09:05,894 INFO  SwAddin.cs: 339 - Loading config tree
2024-01-21 22:09:05,898 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2024-01-21 22:09:05,902 INFO  SwAddin.cs: 344 - Showing property manager
2024-01-21 22:10:23,680 INFO  ExportPropertyManager.cs: 422 - Configuration saved
2024-01-21 22:10:23,914 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-01-21 22:11:40,612 INFO  SwAddin.cs: 294 - Assembly export called for file ASSM_my.SLDASM
2024-01-21 22:11:40,613 INFO  SwAddin.cs: 299 - Save is required
2024-01-21 22:11:40,613 INFO  SwAddin.cs: 313 - Saving assembly
2024-01-21 22:11:41,192 INFO  SwAddin.cs: 316 - Opening property manager
2024-01-21 22:11:41,193 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ASSM_my.SLDASM
2024-01-21 22:11:41,193 INFO  ExportHelperExtension.cs: 1136 - Found 28 in ASSM_my.SLDASM
2024-01-21 22:11:41,194 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in ASSM_my.SLDASM
2024-01-21 22:11:41,199 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-01-21 22:11:41,246 INFO  ExportHelperExtension.cs: 1160 - 2 components to check
2024-01-21 22:11:41,246 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Frame-1
2024-01-21 22:11:41,247 INFO  ExportHelperExtension.cs: 1136 - Found 47 in Frame-1
2024-01-21 22:11:41,247 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Frame-1
2024-01-21 22:11:41,247 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from BOOK_SINK-1
2024-01-21 22:11:41,248 INFO  ExportHelperExtension.cs: 1136 - Found 28 in BOOK_SINK-1
2024-01-21 22:11:41,248 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in BOOK_SINK-1
2024-01-21 22:11:41,248 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from ASSM_my.SLDASM
2024-01-21 22:11:41,249 INFO  ExportHelperExtension.cs: 1136 - Found 28 in ASSM_my.SLDASM
2024-01-21 22:11:41,249 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in ASSM_my.SLDASM
2024-01-21 22:11:41,249 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-01-21 22:11:41,250 INFO  ExportHelperExtension.cs: 1160 - 2 components to check
2024-01-21 22:11:41,250 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Frame-1
2024-01-21 22:11:41,250 INFO  ExportHelperExtension.cs: 1136 - Found 47 in Frame-1
